full_duration_ms,sound_duration_ms,n_pulses,pulse_rate_hz,pulse_strength,rms,centroid_hz,bandwidth_hz,dominant_hz,flatness,class
603.29,602.5,46,50.0,0.526,1e-05,888.94,514.05,99.59,0.25,click
602.58,599.66,1,51.3,0.307,1e-05,1060.7,541.95,100.06,0.38,click
602.76,602.76,41,25.0,0.478,1e-05,880.37,520.79,99.54,0.26,click
601.21,600.57,117,50.0,0.55,1e-05,936.47,530.13,99.9,0.24,click
602.86,602.86,87,50.0,0.498,1e-05,909.21,523.3,99.52,0.23,click
601.22,600.47,106,50.0,0.514,1e-05,942.75,533.09,99.92,0.24,click
602.45,601.85,10,48.8,0.331,1e-05,907.92,507.11,99.69,0.26,click
601.31,601.31,129,25.0,0.508,1e-05,928.36,528.28,99.78,0.23,click
602.31,598.25,1,50.0,0.251,1e-05,1052.62,550.37,100.29,0.38,click
601.23,601.23,138,50.0,0.637,1e-05,911.19,522.65,99.8,0.23,click
602.99,602.8,48,50.0,0.499,1e-05,889.44,517.09,99.54,0.25,click
601.78,601.78,139,25.0,0.548,1e-05,923.53,538.22,99.7,0.22,click
602.19,602.19,141,50.0,0.556,1e-05,925.26,539.25,99.64,0.22,click
601.09,601.09,139,50.0,0.597,1e-05,914.47,540.56,99.82,0.24,click
601.57,601.57,127,50.0,0.643,1e-05,940.5,538.15,99.74,0.25,click
694.0,693.45,132,50.0,0.584,1e-05,762.38,564.54,99.5,0.16,vocal
663.92,662.52,120,400.0,0.654,1e-05,758.45,581.68,99.62,0.17,vocal
602.77,602.41,26,50.0,0.3,1e-05,885.2,515.47,99.6,0.27,click
601.22,601.22,63,400.0,0.853,2e-05,665.16,581.75,99.8,0.11,click
666.5,666.21,72,400.0,0.85,2e-05,612.18,572.92,100.57,0.08,vocal
602.05,600.91,1,16.8,0.22,1e-05,1055.16,559.49,99.85,0.39,click
601.31,601.31,136,25.0,0.443,1e-05,927.95,536.09,99.78,0.24,click
603.19,603.0,32,25.3,0.372,1e-05,907.59,510.85,99.5,0.26,click
601.23,601.23,128,24.7,0.462,1e-05,932.63,531.41,99.8,0.24,click
601.26,600.41,38,48.8,0.332,1e-05,949.25,525.0,99.93,0.3,click
603.6,603.6,36,12.1,0.31,1e-05,929.74,522.32,99.4,0.29,click
602.04,600.21,1,16.7,0.2,1e-05,1047.71,559.14,99.97,0.41,click
681.7,681.28,108,400.0,0.548,1e-05,680.38,557.42,99.81,0.15,vocal
684.06,684.06,118,400.0,0.693,1e-05,699.2,571.3,99.41,0.13,vocal
601.73,601.73,108,50.0,0.552,1e-05,922.92,539.71,99.71,0.25,click
602.75,601.41,34,50.0,0.461,1e-05,895.99,509.77,99.77,0.25,click
602.64,602.64,138,48.8,0.491,1e-05,888.07,528.8,99.56,0.21,click
601.6,601.6,137,50.0,0.569,1e-05,901.5,535.51,99.73,0.21,click
601.28,601.28,47,51.3,0.508,1e-05,881.49,509.26,99.79,0.24,click
603.4,603.1,46,51.3,0.483,1e-05,883.48,506.78,99.49,0.24,click
2130.47,2130.47,460,50.0,0.669,1e-05,906.5,537.65,99.98,0.21,silence
601.76,601.76,136,50.0,0.654,1e-05,895.92,541.91,99.71,0.23,click
601.34,601.34,118,50.0,0.587,1e-05,915.57,545.93,99.78,0.26,click
689.34,689.34,82,400.0,0.754,2e-05,681.85,577.86,100.1,0.12,other
649.29,649.29,78,400.0,0.759,2e-05,770.22,562.77,100.11,0.18,other
602.77,602.77,49,25.0,0.47,1e-05,879.82,515.31,99.54,0.26,click
602.27,602.27,142,50.0,0.539,1e-05,890.95,529.82,99.62,0.21,click
577.42,577.42,134,50.0,0.586,1e-05,869.06,531.65,100.45,0.21,click
561.76,561.76,129,50.0,0.578,1e-05,877.42,527.28,99.69,0.22,click
4497.85,4497.65,533,50.0,0.689,1e-05,940.14,515.95,100.05,0.18,silence
2992.47,2992.47,671,50.0,0.764,1e-05,931.57,517.9,99.92,0.17,silence
2723.55,2723.24,619,50.0,0.645,1e-05,923.78,516.17,99.88,0.2,silence
3822.35,3822.35,842,25.0,0.586,1e-05,925.93,520.28,99.94,0.21,silence
2898.99,2898.99,644,25.0,0.541,1e-05,926.18,519.35,100.03,0.19,silence
1353.77,1347.84,38,400.0,0.559,2e-05,1150.14,485.0,100.16,0.34,other
