rank,start_s,end_s,duration_s,similarity
1443,60.275,60.28,0.005,0.8782
1444,163.3,163.305,0.005,0.8781
1445,1193.93,1193.935,0.005,0.8781
1446,24.92,24.925,0.005,0.8781
1447,909.595,909.6,0.005,0.8781
1448,930.12,930.125,0.005,0.8781
1449,895.85,895.855,0.005,0.8781
1450,1201.05,1201.055,0.005,0.8781
1451,238.655,238.66,0.005,0.8781
1452,526.0,526.005,0.005,0.878
1453,982.93,982.935,0.005,0.878
1454,710.8,710.805,0.005,0.878
1455,248.6,248.685,0.085,0.878
1456,109.22,109.225,0.005,0.878
1457,728.465,728.47,0.005,0.878
1458,15.275,15.28,0.005,0.878
1459,740.965,740.97,0.005,0.8779
1460,714.36,714.365,0.005,0.8779
1461,693.235,693.24,0.005,0.8779
1462,734.0,734.005,0.005,0.8779
1463,659.355,659.36,0.005,0.8779
1464,651.335,651.34,0.005,0.8779
1465,1196.46,1196.465,0.005,0.8778
1466,1206.14,1206.145,0.005,0.8778
1467,976.26,976.265,0.005,0.8778
1468,106.395,106.4,0.005,0.8778
1469,591.965,591.97,0.005,0.8778
1470,908.215,908.22,0.005,0.8778
1471,254.27,254.275,0.005,0.8778
1472,604.845,604.85,0.005,0.8778
1473,681.865,681.87,0.005,0.8778
1474,913.94,913.945,0.005,0.8777
1475,989.11,989.115,0.005,0.8777
1476,38.16,38.165,0.005,0.8777
1477,865.705,865.71,0.005,0.8777
1478,608.56,608.565,0.005,0.8777
1479,163.215,163.22,0.005,0.8776
1480,184.485,184.49,0.005,0.8776
1481,550.845,550.85,0.005,0.8776
1482,742.425,742.43,0.005,0.8776
1483,659.465,659.47,0.005,0.8776
1484,421.365,421.37,0.005,0.8776
1485,555.17,555.175,0.005,0.8775
1486,298.545,298.55,0.005,0.8775
1487,938.3,938.305,0.005,0.8775
1488,681.805,681.81,0.005,0.8775
1489,238.535,238.59,0.055,0.8775
1490,81.03,81.035,0.005,0.8775
1491,836.57,836.575,0.005,0.8775
1492,55.205,55.22,0.015,0.8775
1493,492.095,492.1,0.005,0.8775
1494,532.29,532.295,0.005,0.8775
1495,137.78,137.825,0.045,0.8775
1496,168.01,168.015,0.005,0.8775
1497,165.04,165.045,0.005,0.8775
1498,235.325,235.33,0.005,0.8774
1499,496.93,496.935,0.005,0.8774
1500,687.46,687.465,0.005,0.8774
1501,269.725,269.73,0.005,0.8774
1502,31.985,31.99,0.005,0.8774
1503,392.79,392.795,0.005,0.8774
1504,544.575,544.58,0.005,0.8774
1505,96.58,96.585,0.005,0.8774
1506,351.14,351.145,0.005,0.8774
1507,776.85,776.855,0.005,0.8773
1508,651.635,651.64,0.005,0.8773
1509,39.38,39.385,0.005,0.8773
1510,912.69,912.695,0.005,0.8773
1511,507.665,507.67,0.005,0.8773
1512,251.955,251.96,0.005,0.8773
1513,538.1,538.105,0.005,0.8772
1514,896.39,896.395,0.005,0.8772
1515,839.395,839.4,0.005,0.8772
1516,543.37,543.375,0.005,0.8771
1517,502.945,502.95,0.005,0.8771
1518,918.105,918.11,0.005,0.8771
1519,531.61,531.615,0.005,0.8771
1520,626.035,626.04,0.005,0.8771
1521,907.575,907.58,0.005,0.877
1522,1187.0,1187.005,0.005,0.877
1523,729.205,729.21,0.005,0.877
1524,138.21,138.215,0.005,0.877
1525,738.17,738.175,0.005,0.877
1526,914.63,914.635,0.005,0.877
1527,598.355,598.36,0.005,0.877
1528,1203.745,1203.75,0.005,0.8769
1529,437.095,437.1,0.005,0.8769
1530,18.11,18.115,0.005,0.8769
1531,136.9,136.905,0.005,0.8769
1532,63.31,63.315,0.005,0.8768
1533,678.39,678.395,0.005,0.8768
1534,130.605,130.61,0.005,0.8768
1535,159.715,159.72,0.005,0.8768
1536,676.375,676.38,0.005,0.8768
1537,14.565,14.57,0.005,0.8767
1538,449.765,449.77,0.005,0.8767
1539,52.515,52.52,0.005,0.8767
1540,801.35,801.355,0.005,0.8767
1541,129.365,129.37,0.005,0.8767
1542,248.9,248.905,0.005,0.8766
1543,697.93,697.935,0.005,0.8766
1544,818.205,818.21,0.005,0.8766
1545,137.56,137.565,0.005,0.8766
1546,235.4,235.405,0.005,0.8766
1547,806.685,806.69,0.005,0.8765
1548,73.36,73.365,0.005,0.8765
1549,106.065,106.07,0.005,0.8765
1550,912.61,912.615,0.005,0.8765
1551,640.245,640.25,0.005,0.8765
1552,91.725,91.73,0.005,0.8765
1553,794.72,794.725,0.005,0.8764
1554,49.845,49.91,0.065,0.8764
1555,678.47,678.475,0.005,0.8764
1556,105.675,105.68,0.005,0.8764
1557,677.43,677.435,0.005,0.8764
1558,1255.33,1255.36,0.03,0.8764
1559,916.84,916.85,0.01,0.8764
1560,198.495,198.5,0.005,0.8764
1561,647.52,647.575,0.055,0.8764
1562,663.475,663.48,0.005,0.8764
1563,637.965,637.97,0.005,0.8763
1564,523.025,523.03,0.005,0.8763
1565,698.45,698.455,0.005,0.8763
1566,179.035,179.04,0.005,0.8763
1567,705.105,705.11,0.005,0.8763
1568,543.79,543.795,0.005,0.8762
1569,704.545,704.55,0.005,0.8762
1570,116.68,116.685,0.005,0.8762
1571,679.43,679.435,0.005,0.8762
1572,738.59,738.595,0.005,0.8762
1573,569.71,569.78,0.07,0.8762
1574,1226.135,1226.14,0.005,0.8762
1575,639.685,639.69,0.005,0.8761
1576,176.18,176.26,0.08,0.8761
1577,682.365,682.37,0.005,0.8761
1578,159.035,159.04,0.005,0.8761
1579,209.915,209.92,0.005,0.8761
1580,267.555,267.56,0.005,0.8761
1581,990.31,990.315,0.005,0.8761
1582,242.77,242.775,0.005,0.876
1583,723.99,723.995,0.005,0.876
1584,690.955,690.96,0.005,0.876
1585,133.31,133.325,0.015,0.8759
1586,598.555,598.56,0.005,0.8759
1587,29.905,29.94,0.035,0.8759
1588,1232.67,1232.675,0.005,0.8759
1589,725.43,725.435,0.005,0.8759
1590,92.665,92.67,0.005,0.8759
1591,159.775,159.78,0.005,0.8758
1592,654.655,654.66,0.005,0.8758
1593,1189.53,1189.535,0.005,0.8758
1594,126.79,126.795,0.005,0.8758
1595,210.255,210.26,0.005,0.8758
1596,642.205,642.21,0.005,0.8758
1597,896.71,896.715,0.005,0.8757
1598,560.715,560.72,0.005,0.8757
1599,598.795,598.8,0.005,0.8757
1600,514.995,515.0,0.005,0.8757
1601,1050.69,1050.695,0.005,0.8757
1602,97.0,97.005,0.005,0.8757
1603,1193.345,1193.35,0.005,0.8756
1604,937.94,937.945,0.005,0.8756
1605,140.105,140.12,0.015,0.8756
1606,124.29,124.375,0.085,0.8756
1607,634.805,634.81,0.005,0.8756
1608,531.67,531.675,0.005,0.8756
1609,557.865,557.87,0.005,0.8756
1610,632.45,632.455,0.005,0.8755
1611,127.05,127.055,0.005,0.8755
1612,545.065,545.07,0.005,0.8755
1613,680.185,680.19,0.005,0.8755
1614,1072.31,1072.315,0.005,0.8755
1615,918.305,918.31,0.005,0.8755
1616,892.335,892.34,0.005,0.8755
1617,305.02,305.025,0.005,0.8755
1618,928.595,928.68,0.085,0.8755
1619,133.205,133.265,0.06,0.8755
1620,901.205,901.21,0.005,0.8754
1621,584.895,584.9,0.005,0.8754
1622,507.025,507.03,0.005,0.8754
1623,724.51,724.515,0.005,0.8754
1624,1039.965,1039.97,0.005,0.8754
1625,46.645,46.65,0.005,0.8754
1626,160.815,160.82,0.005,0.8754
1627,951.1,951.105,0.005,0.8754
1628,158.045,158.05,0.005,0.8753
1629,511.82,511.825,0.005,0.8753
1630,504.075,504.08,0.005,0.8753
1631,649.1,649.105,0.005,0.8753
1632,1201.1,1201.105,0.005,0.8752
1633,870.1,870.105,0.005,0.8752
1634,262.295,262.3,0.005,0.8752
1635,510.26,510.265,0.005,0.8752
1636,639.925,639.93,0.005,0.8752
1637,78.415,78.42,0.005,0.8751
1638,206.455,206.46,0.005,0.8751
1639,79.655,79.66,0.005,0.8751
1640,197.975,197.98,0.005,0.8751
1641,58.655,58.66,0.005,0.875
1642,873.035,873.04,0.005,0.875
1643,532.51,532.515,0.005,0.875
1644,248.96,248.965,0.005,0.875
1645,935.745,935.75,0.005,0.875
1646,648.96,648.965,0.005,0.875
1647,511.22,511.225,0.005,0.875
1648,504.405,504.41,0.005,0.875
1649,528.695,528.7,0.005,0.875
1650,66.65,66.655,0.005,0.8749
1651,712.1,712.105,0.005,0.8749
1652,67.585,67.59,0.005,0.8749
1653,546.185,546.19,0.005,0.8749
1654,688.22,688.225,0.005,0.8749
1655,584.775,584.78,0.005,0.8748
1656,652.385,652.39,0.005,0.8748
1657,78.155,78.16,0.005,0.8748
1658,932.83,932.835,0.005,0.8748
1659,1148.58,1148.585,0.005,0.8748
1660,129.525,129.53,0.005,0.8748
1661,132.49,132.495,0.005,0.8748
1662,202.435,202.44,0.005,0.8748
1663,640.755,640.76,0.005,0.8748
1664,953.585,953.59,0.005,0.8747
1665,1202.12,1202.125,0.005,0.8747
1666,852.73,852.735,0.005,0.8747
1667,282.35,282.37,0.02,0.8747
1668,935.125,935.13,0.005,0.8747
1669,182.49,182.495,0.005,0.8747
1670,665.27,665.275,0.005,0.8747
1671,497.65,497.655,0.005,0.8746
1672,560.55,560.555,0.005,0.8746
1673,75.1,75.105,0.005,0.8746
1674,574.05,574.055,0.005,0.8746
1675,52.455,52.46,0.005,0.8746
1676,919.305,919.39,0.085,0.8746
1677,432.26,432.32,0.06,0.8746
1678,214.015,214.02,0.005,0.8746
1679,179.725,179.795,0.07,0.8745
1680,104.535,104.54,0.005,0.8745
1681,770.6,770.605,0.005,0.8744
1682,915.65,915.655,0.005,0.8744
1683,22.335,22.34,0.005,0.8744
1684,989.95,989.955,0.005,0.8744
1685,671.98,671.985,0.005,0.8744
1686,168.23,168.235,0.005,0.8743
1687,567.735,567.74,0.005,0.8743
1688,492.315,492.32,0.005,0.8743
1689,532.05,532.055,0.005,0.8743
1690,246.44,246.49,0.05,0.8743
1691,626.835,626.84,0.005,0.8742
1692,295.435,295.44,0.005,0.8742
1693,326.005,326.01,0.005,0.8742
1694,262.475,262.48,0.005,0.8742
1695,934.945,934.95,0.005,0.8742
1696,561.475,561.48,0.005,0.8742
1697,637.745,637.75,0.005,0.8741
1698,272.79,272.795,0.005,0.8741
1699,1025.27,1025.275,0.005,0.8741
1700,520.37,520.375,0.005,0.8741
1701,505.945,505.95,0.005,0.8741
1702,656.47,656.475,0.005,0.8741
1703,189.02,189.025,0.005,0.8741
1704,911.275,911.28,0.005,0.874
1705,733.22,733.225,0.005,0.874
1706,729.705,729.71,0.005,0.874
1707,65.46,65.465,0.005,0.874
1708,630.33,630.335,0.005,0.874
1709,354.065,354.07,0.005,0.8739
1710,578.045,578.05,0.005,0.8739
1711,959.02,959.025,0.005,0.8739
1712,1169.185,1169.19,0.005,0.8739
1713,138.76,138.765,0.005,0.8739
1714,583.855,583.86,0.005,0.8739
1715,1188.805,1188.81,0.005,0.8739
1716,690.635,690.64,0.005,0.8739
1717,253.515,253.585,0.07,0.8739
1718,782.88,782.885,0.005,0.8738
1719,47.675,47.68,0.005,0.8738
1720,132.86,132.865,0.005,0.8738
1721,719.235,719.24,0.005,0.8738
1722,172.925,172.93,0.005,0.8738
1723,927.575,927.58,0.005,0.8738
1724,816.935,816.94,0.005,0.8738
1725,124.05,124.065,0.015,0.8737
1726,567.655,567.66,0.005,0.8737
1727,614.61,614.615,0.005,0.8737
1728,896.51,896.515,0.005,0.8737
1729,535.385,535.39,0.005,0.8736
1730,652.175,652.18,0.005,0.8736
1731,653.405,653.41,0.005,0.8736
1732,891.495,891.5,0.005,0.8736
1733,694.595,694.6,0.005,0.8736
1734,918.805,918.81,0.005,0.8736
1735,551.235,551.24,0.005,0.8735
1736,21.335,21.38,0.045,0.8735
1737,692.995,693.0,0.005,0.8735
1738,927.125,927.14,0.015,0.8735
1739,499.67,499.675,0.005,0.8735
1740,50.175,50.18,0.005,0.8734
1741,268.935,268.94,0.005,0.8734
1742,896.15,896.155,0.005,0.8734
1743,648.68,648.685,0.005,0.8734
1744,505.565,505.57,0.005,0.8733
1745,677.63,677.635,0.005,0.8733
1746,629.5,629.505,0.005,0.8733
1747,703.155,703.21,0.055,0.8733
1748,931.23,931.235,0.005,0.8732
1749,38.62,38.625,0.005,0.8732
1750,443.185,443.19,0.005,0.8731
1751,530.115,530.12,0.005,0.8731
1752,100.72,100.725,0.005,0.8731
1753,153.335,153.34,0.005,0.8731
1754,698.01,698.015,0.005,0.873
1755,132.725,132.73,0.005,0.8729
1756,1164.76,1164.765,0.005,0.8729
1757,2.12,2.13,0.01,0.8728
1758,572.23,572.235,0.005,0.8728
1759,664.115,664.12,0.005,0.8728
1760,592.87,592.875,0.005,0.8728
1761,1033.635,1033.64,0.005,0.8728
1762,48.595,48.6,0.005,0.8728
1763,176.82,176.825,0.005,0.8728
1764,562.98,562.985,0.005,0.8727
1765,648.1,648.105,0.005,0.8727
1766,496.72,496.725,0.005,0.8727
1767,212.155,212.16,0.005,0.8727
1768,631.15,631.155,0.005,0.8726
1769,698.77,698.775,0.005,0.8726
1770,896.31,896.315,0.005,0.8726
1771,330.585,330.595,0.01,0.8726
1772,865.815,865.82,0.005,0.8726
1773,475.82,475.825,0.005,0.8725
1774,895.41,895.495,0.085,0.8725
1775,662.47,662.475,0.005,0.8724
1776,662.12,662.125,0.005,0.8724
1777,511.6,511.605,0.005,0.8724
1778,1195.485,1195.49,0.005,0.8724
1779,693.455,693.46,0.005,0.8724
1780,634.345,634.35,0.005,0.8723
1781,188.86,188.865,0.005,0.8723
1782,107.075,107.08,0.005,0.8723
1783,630.17,630.175,0.005,0.8722
1784,83.29,83.295,0.005,0.8722
1785,987.89,987.895,0.005,0.8721
1786,30.945,30.97,0.025,0.8721
1787,120.255,120.26,0.005,0.872
1788,582.76,582.765,0.005,0.872
1789,692.495,692.5,0.005,0.872
1790,189.6,189.605,0.005,0.872
1791,91.785,91.79,0.005,0.8719
1792,230.98,230.985,0.005,0.8719
1793,660.38,660.385,0.005,0.8719
1794,204.395,204.4,0.005,0.8719
1795,867.025,867.03,0.005,0.8719
1796,568.895,568.9,0.005,0.8719
1797,674.875,674.88,0.005,0.8719
1798,112.825,112.83,0.005,0.8718
1799,476.55,476.6,0.05,0.8718
1800,93.625,93.63,0.005,0.8717
1801,955.49,955.495,0.005,0.8717
1802,260.975,260.98,0.005,0.8717
1803,777.11,777.115,0.005,0.8717
1804,601.77,601.775,0.005,0.8717
1805,245.175,245.19,0.015,0.8717
1806,124.11,124.115,0.005,0.8717
1807,486.42,486.425,0.005,0.8716
1808,229.4,229.405,0.005,0.8716
1809,636.685,636.69,0.005,0.8715
1810,65.95,65.955,0.005,0.8715
1811,621.1,621.105,0.005,0.8714
1812,1200.465,1200.47,0.005,0.8714
1813,644.605,644.61,0.005,0.8714
1814,770.84,770.845,0.005,0.8714
1815,57.895,57.9,0.005,0.8714
1816,896.57,896.575,0.005,0.8714
1817,111.93,111.935,0.005,0.8713
1818,177.495,177.575,0.08,0.8713
1819,114.465,114.47,0.005,0.8713
1820,96.52,96.525,0.005,0.8713
1821,49.065,49.07,0.005,0.8713
1822,117.39,117.425,0.035,0.8713
1823,14.465,14.47,0.005,0.8713
1824,1008.875,1008.88,0.005,0.8713
1825,48.185,48.19,0.005,0.8712
1826,50.835,50.84,0.005,0.8712
1827,1192.53,1192.535,0.005,0.8712
1828,935.905,935.91,0.005,0.8712
1829,21.445,21.45,0.005,0.8712
1830,627.91,627.915,0.005,0.8712
1831,835.465,835.47,0.005,0.8712
1832,810.72,810.725,0.005,0.8711
1833,133.88,133.885,0.005,0.8711
1834,139.495,139.525,0.03,0.8711
1835,801.51,801.515,0.005,0.8711
1836,1201.84,1201.845,0.005,0.8711
1837,73.12,73.125,0.005,0.871
1838,270.33,270.335,0.005,0.871
1839,621.28,621.285,0.005,0.871
1840,503.945,504.03,0.085,0.8709
1841,433.095,433.1,0.005,0.8709
1842,51.415,51.42,0.005,0.8709
1843,355.705,355.71,0.005,0.8709
1844,318.93,318.935,0.005,0.8709
1845,682.525,682.53,0.005,0.8708
1846,714.76,714.765,0.005,0.8708
1847,2.205,2.21,0.005,0.8708
1848,9.41,9.415,0.005,0.8708
1849,692.435,692.44,0.005,0.8708
1850,789.09,789.095,0.005,0.8708
1851,839.755,839.76,0.005,0.8708
1852,109.15,109.155,0.005,0.8707
1853,860.295,860.3,0.005,0.8707
1854,794.26,794.265,0.005,0.8707
1855,940.535,940.54,0.005,0.8707
1856,198.995,199.0,0.005,0.8707
1857,159.095,159.1,0.005,0.8707
1858,581.34,581.345,0.005,0.8706
1859,776.51,776.515,0.005,0.8706
1860,703.005,703.01,0.005,0.8706
1861,209.365,209.37,0.005,0.8705
1862,512.4,512.405,0.005,0.8705
1863,852.14,852.145,0.005,0.8705
1864,899.685,899.69,0.005,0.8705
1865,850.615,850.685,0.07,0.8705
1866,658.625,658.63,0.005,0.8705
1867,498.15,498.155,0.005,0.8705
1868,691.425,691.43,0.005,0.8704
1869,659.245,659.25,0.005,0.8704
1870,259.04,259.045,0.005,0.8704
1871,1056.87,1056.875,0.005,0.8704
1872,935.685,935.69,0.005,0.8704
1873,1202.66,1202.665,0.005,0.8704
1874,79.835,79.84,0.005,0.8703
1875,923.72,923.725,0.005,0.8702
1876,687.32,687.325,0.005,0.8702
1877,642.945,642.95,0.005,0.8702
1878,204.575,204.58,0.005,0.8702
1879,1181.97,1181.975,0.005,0.8702
1880,515.955,515.96,0.005,0.8702
1881,710.28,710.285,0.005,0.8701
1882,407.19,407.195,0.005,0.8701
1883,563.76,563.765,0.005,0.8701
1884,648.48,648.485,0.005,0.8701
1885,651.215,651.22,0.005,0.8701
1886,226.58,226.585,0.005,0.8701
1887,1025.51,1025.515,0.005,0.8701
1888,107.855,107.905,0.05,0.8701
1889,498.93,498.935,0.005,0.87
1890,84.38,84.385,0.005,0.87
1891,55.815,55.82,0.005,0.87
1892,984.97,984.975,0.005,0.87
1893,242.53,242.535,0.005,0.87
1894,107.535,107.54,0.005,0.87
1895,483.245,483.25,0.005,0.87
1896,123.86,123.9,0.04,0.87
1897,202.215,202.22,0.005,0.87
1898,900.345,900.35,0.005,0.87
1899,736.495,736.5,0.005,0.87
1900,670.54,670.545,0.005,0.87
1901,960.01,960.015,0.005,0.8699
1902,661.62,661.625,0.005,0.8699
1903,241.24,241.245,0.005,0.8699
1904,57.195,57.22,0.025,0.8699
1905,211.095,211.1,0.005,0.8698
1906,288.06,288.065,0.005,0.8698
1907,900.825,900.83,0.005,0.8698
1908,897.11,897.115,0.005,0.8698
1909,254.43,254.435,0.005,0.8698
1910,394.575,394.58,0.005,0.8697
1911,228.12,228.125,0.005,0.8697
1912,0.615,0.63,0.015,0.8697
1913,194.715,194.72,0.005,0.8697
1914,913.81,913.815,0.005,0.8697
1915,538.64,538.645,0.005,0.8697
1916,908.775,908.78,0.005,0.8697
1917,535.335,535.34,0.005,0.8697
1918,545.805,545.81,0.005,0.8697
1919,1203.4,1203.405,0.005,0.8696
1920,610.495,610.5,0.005,0.8696
1921,984.19,984.195,0.005,0.8696
1922,850.735,850.74,0.005,0.8696
1923,165.42,165.425,0.005,0.8696
1924,663.275,663.28,0.005,0.8695
1925,934.245,934.25,0.005,0.8695
1926,651.555,651.56,0.005,0.8695
1927,270.125,270.13,0.005,0.8695
1928,81.99,81.995,0.005,0.8694
1929,918.045,918.05,0.005,0.8694
1930,675.095,675.1,0.005,0.8694
1931,252.025,252.03,0.005,0.8694
1932,736.275,736.28,0.005,0.8693
1933,505.445,505.45,0.005,0.8693
1934,934.885,934.89,0.005,0.8693
1935,197.775,197.78,0.005,0.8692
1936,677.29,677.295,0.005,0.8692
1937,261.205,261.23,0.025,0.8692
1938,724.09,724.095,0.005,0.8692
1939,691.995,692.0,0.005,0.8691
1940,433.245,433.325,0.08,0.8691
1941,57.965,57.97,0.005,0.8691
1942,153.735,153.74,0.005,0.869
1943,1056.73,1056.775,0.045,0.869
1944,605.045,605.05,0.005,0.869
1945,1193.02,1193.1,0.08,0.869
1946,664.315,664.32,0.005,0.8689
1947,421.04,421.045,0.005,0.8689
1948,70.165,70.17,0.005,0.8689
1949,663.145,663.15,0.005,0.8688
1950,513.995,514.0,0.005,0.8688
1951,573.21,573.215,0.005,0.8687
1952,1208.43,1208.435,0.005,0.8687
1953,198.055,198.06,0.005,0.8687
1954,532.23,532.235,0.005,0.8686
1955,167.38,167.385,0.005,0.8686
1956,240.12,240.125,0.005,0.8686
1957,440.91,440.915,0.005,0.8685
1958,204.775,204.78,0.005,0.8684
1959,10.97,10.975,0.005,0.8684
1960,651.715,651.72,0.005,0.8684
1961,665.17,665.175,0.005,0.8684
1962,114.525,114.54,0.015,0.8684
1963,706.385,706.39,0.005,0.8684
1964,660.72,660.725,0.005,0.8683
1965,63.24,63.245,0.005,0.8683
1966,26.35,26.355,0.005,0.8683
1967,718.935,718.94,0.005,0.8683
1968,65.58,65.665,0.085,0.8682
1969,943.17,943.175,0.005,0.8682
1970,1039.015,1039.02,0.005,0.8682
1971,198.925,198.945,0.02,0.8682
1972,248.82,248.825,0.005,0.8682
1973,495.55,495.615,0.065,0.8682
1974,547.73,547.735,0.005,0.868
1975,269.845,269.85,0.005,0.868
1976,24.75,24.755,0.005,0.868
1977,250.635,250.64,0.005,0.868
1978,635.465,635.47,0.005,0.868
1979,111.79,111.875,0.085,0.8678
1980,549.04,549.045,0.005,0.8677
1981,58.035,58.04,0.005,0.8677
1982,627.42,627.425,0.005,0.8677
1983,564.6,564.605,0.005,0.8677
1984,934.515,934.52,0.005,0.8677
1985,915.33,915.335,0.005,0.8676
1986,568.995,569.0,0.005,0.8676
1987,525.43,525.435,0.005,0.8676
1988,640.705,640.71,0.005,0.8676
1989,909.035,909.04,0.005,0.8675
1990,129.225,129.23,0.005,0.8675
1991,668.045,668.05,0.005,0.8675
1992,662.975,662.98,0.005,0.8674
1993,185.375,185.415,0.04,0.8674
1994,863.41,863.415,0.005,0.8674
1995,136.49,136.555,0.065,0.8674
1996,243.25,243.255,0.005,0.8674
1997,622.02,622.025,0.005,0.8674
1998,208.435,208.44,0.005,0.8674
1999,448.265,448.27,0.005,0.8674
2000,865.765,865.77,0.005,0.8674
2001,638.045,638.05,0.005,0.8673
2002,185.685,185.69,0.005,0.8673
2003,140.175,140.18,0.005,0.8673
2004,262.735,262.74,0.005,0.8673
2005,611.715,611.72,0.005,0.8672
2006,515.895,515.9,0.005,0.8672
2007,646.82,646.825,0.005,0.8672
2008,224.95,225.005,0.055,0.8672
2009,159.975,159.98,0.005,0.8671
2010,49.555,49.56,0.005,0.8671
2011,541.175,541.18,0.005,0.867
2012,224.545,224.55,0.005,0.867
2013,710.96,710.965,0.005,0.8669
2014,105.295,105.3,0.005,0.8669
2015,123.565,123.57,0.005,0.8669
2016,605.845,605.85,0.005,0.8668
2017,542.75,542.755,0.005,0.8668
2018,511.95,511.955,0.005,0.8668
2019,38.34,38.345,0.005,0.8667
2020,533.955,533.96,0.005,0.8667
2021,676.235,676.24,0.005,0.8667
2022,6.175,6.18,0.005,0.8666
2023,186.705,186.71,0.005,0.8666
2024,876.99,876.995,0.005,0.8666
2025,551.635,551.64,0.005,0.8665
2026,801.28,801.285,0.005,0.8665
2027,544.47,544.475,0.005,0.8665
2028,351.975,351.98,0.005,0.8665
2029,206.275,206.28,0.005,0.8664
2030,503.615,503.62,0.005,0.8664
2031,585.475,585.48,0.005,0.8664
2032,83.65,83.655,0.005,0.8664
2033,183.39,183.395,0.005,0.8664
2034,661.28,661.285,0.005,0.8664
2035,96.66,96.665,0.005,0.8664
2036,263.195,263.2,0.005,0.8664
2037,686.38,686.385,0.005,0.8663
2038,598.975,598.98,0.005,0.8663
2039,526.28,526.285,0.005,0.8662
2040,647.9,647.905,0.005,0.8662
2041,393.34,393.42,0.08,0.8662
2042,298.475,298.48,0.005,0.8662
2043,69.515,69.52,0.005,0.8661
2044,355.465,355.47,0.005,0.8661
2045,218.215,218.22,0.005,0.866
2046,496.43,496.435,0.005,0.866
2047,134.94,134.945,0.005,0.8659
2048,24.26,24.265,0.005,0.8659
2049,23.76,23.765,0.005,0.8659
2050,24.62,24.625,0.005,0.8658
2051,548.47,548.475,0.005,0.8658
2052,250.235,250.24,0.005,0.8658
2053,522.805,522.83,0.025,0.8657
2054,1199.415,1199.42,0.005,0.8657
2055,197.335,197.34,0.005,0.8656
2056,876.415,876.42,0.005,0.8656
2057,713.0,713.005,0.005,0.8656
2058,697.65,697.655,0.005,0.8655
2059,498.29,498.295,0.005,0.8655
2060,19.56,19.57,0.01,0.8655
2061,1046.415,1046.42,0.005,0.8655
2062,111.17,111.175,0.005,0.8653
2063,207.655,207.66,0.005,0.8653
2064,4.675,4.69,0.015,0.8652
2065,209.455,209.46,0.005,0.8652
2066,791.525,791.53,0.005,0.8651
2067,498.71,498.715,0.005,0.8651
2068,937.62,937.625,0.005,0.865
2069,920.125,920.13,0.005,0.865
2070,967.0,967.005,0.005,0.865
2071,109.95,109.955,0.005,0.8649
2072,693.095,693.1,0.005,0.8649
2073,641.485,641.49,0.005,0.8649
2074,547.805,547.81,0.005,0.8649
2075,654.375,654.38,0.005,0.8649
2076,625.655,625.66,0.005,0.8648
2077,704.005,704.09,0.085,0.8648
2078,529.915,529.92,0.005,0.8647
2079,214.895,214.9,0.005,0.8646
2080,1041.96,1041.965,0.005,0.8645
2081,475.06,475.065,0.005,0.8645
2082,525.76,525.765,0.005,0.8645
2083,237.095,237.1,0.005,0.8644
2084,101.02,101.025,0.005,0.8644
2085,1047.94,1047.945,0.005,0.8644
2086,712.2,712.205,0.005,0.8643
2087,136.72,136.725,0.005,0.8643
2088,59.79,59.8,0.01,0.8642
2089,1143.355,1143.36,0.005,0.8642
2090,420.74,420.8,0.06,0.8642
2091,940.175,940.18,0.005,0.8641
2092,753.945,753.95,0.005,0.8641
2093,847.64,847.645,0.005,0.864
2094,3.755,3.76,0.005,0.864
2095,90.995,91.0,0.005,0.8638
2096,101.26,101.265,0.005,0.8638
2097,177.795,177.8,0.005,0.8638
2098,725.13,725.135,0.005,0.8637
2099,885.0,885.005,0.005,0.8637
2100,129.665,129.67,0.005,0.8636
2101,157.265,157.32,0.055,0.8636
2102,754.245,754.25,0.005,0.8636
2103,81.89,81.895,0.005,0.8635
2104,656.85,656.855,0.005,0.8635
2105,1203.22,1203.225,0.005,0.8634
2106,962.415,962.42,0.005,0.8634
2107,884.695,884.7,0.005,0.8634
2108,512.16,512.165,0.005,0.8634
2109,601.83,601.835,0.005,0.8632
2110,207.115,207.12,0.005,0.8632
2111,112.75,112.78,0.03,0.8631
2112,922.83,922.835,0.005,0.8631
2113,17.905,17.945,0.04,0.863
2114,490.015,490.02,0.005,0.863
2115,1202.75,1202.82,0.07,0.863
2116,817.575,817.58,0.005,0.8629
2117,870.02,870.025,0.005,0.8629
2118,162.045,162.115,0.07,0.8628
2119,577.245,577.25,0.005,0.8626
2120,696.41,696.415,0.005,0.8626
2121,488.92,488.925,0.005,0.8625
2122,913.87,913.875,0.005,0.8625
2123,1158.075,1158.08,0.005,0.8623
2124,106.495,106.5,0.005,0.8623
2125,854.015,854.02,0.005,0.8623
2126,522.115,522.13,0.015,0.8623
2127,263.545,263.55,0.005,0.8622
2128,1055.93,1055.935,0.005,0.8622
2129,107.315,107.32,0.005,0.8621
2130,144.125,144.2,0.075,0.862
2131,905.86,905.865,0.005,0.8617
2132,628.41,628.415,0.005,0.8617
2133,348.74,348.76,0.02,0.8616
2134,126.47,126.475,0.005,0.8615
2135,159.415,159.42,0.005,0.8615
2136,538.44,538.445,0.005,0.8614
2137,635.585,635.59,0.005,0.8613
2138,798.035,798.04,0.005,0.8612
2139,679.655,679.66,0.005,0.8612
2140,479.75,479.755,0.005,0.8612
